x,y,z,S_u,S_v,S_w
0.0,0.05,0.9500000000000001,0.0768802444241187,0.03980008755658493,-2.8328163829750324
0.0,0.05,1.0,6.01836914780772e-17,0.022218874288430057,-2.2363107344479063e-15
0.0,0.1,0.0,0.0,1.838253561553544,0.0
0.0,0.1,0.05,0.15186744207961267,1.8495833900165932,0.9678792558511041
0.0,0.1,0.1,0.29999540371608163,1.8816385392133292,1.7764684130447097
0.0,0.1,0.15000000000000002,0.4407364828853975,1.9288256683388232,2.2836591671899753
0.0,0.1,0.2,0.5706251671255496,1.9825004111681568,2.3799857931402997
0.0,0.1,0.25,0.6864631659547168,2.031912664604841,2.0008133394201932
0.0,0.1,0.30000000000000004,0.7853981633974483,2.065394214547752,1.1340238983705628
0.0,0.1,0.35000000000000003,0.8649940514702721,2.071669113686755,-0.17758490538981242
0.0,0.1,0.4,0.9232909152452282,2.0411544003880806,-1.8394538398774527
0.0,0.1,0.45,0.9588532924599789,1.9671189856649234,-3.7136851709885548
0.0,0.1,0.5,0.9708055193627332,1.8465818304904564,-5.631930947346816
0.0,0.1,0.55,0.9588532924599787,1.680855601450852,-7.411499892474204
0.0,0.1,0.6000000000000001,0.9232909152452282,1.4756763865329927,-8.873115413719601
0.0,0.1,0.65,0.8649940514702722,1.2409004156056944,-9.858589530338964
0.0,0.1,0.7000000000000001,0.7853981633974483,0.9897911147507076,-10.246679593470107
0.0,0.1,0.75,0.6864631659547168,0.7379600811308435,-9.965566467506815
0.0,0.1,0.8,0.5706251671255497,0.5020597510047536,-9.000717698700374
0.0,0.1,0.8500000000000001,0.4407364828853972,0.2983502938400958,-7.397345457759171
0.0,0.1,0.9,0.2999954037160817,0.1412761653369662,-5.2571931607974385
0.0,0.1,0.9500000000000001,0.15186744207961275,0.042187514339000476,-2.7299354656345454
0.0,0.1,1.0,1.1888546073374359e-16,0.008328268936912298,-2.1551003166224398e-15
0.0,0.15000000000000002,0.0,0.0,2.6150129133634716,0.0
0.0,0.15000000000000002,0.05,0.22311515929196302,2.629562145306561,0.9161211350388276
0.0,0.15000000000000002,0.1,0.44073648288539746,2.670573185641457,1.6820941547937227
0.0,0.15000000000000002,0.15000000000000002,0.6475054115496682,2.730424017261388,2.1639575039501144
0.0,0.15000000000000002,0.2,0.8383306080343295,2.7973421879517195,2.2585016293408344
